ID,Name,ImgPath,InList,Caught,Order
9013,Alcremie,alcremie-lemon-cream-star,true,true,1148
9014,Alcremie,alcremie-lemon-cream-strawberry,true,true,1149
9015,Alcremie,alcremie-matcha-cream-berry,true,true,1150
9016,Alcremie,alcremie-matcha-cream-clover,true,true,1151
9017,Alcremie,alcremie-matcha-cream-flower,true,true,1152
9018,Alcremie,alcremie-matcha-cream-love,true,true,1153
9019,Alcremie,alcremie-matcha-cream-ribbon,true,true,1154
9020,Alcremie,alcremie-matcha-cream-star,true,true,1155
9021,Alcremie,alcremie-matcha-cream-strawberry,true,true,1156
9022,Alcremie,alcremie-mint-cream-berry,true,true,1157
9023,Alcremie,alcremie-mint-cream-clover,true,true,1158
9024,Alcremie,alcremie-mint-cream-flower,true,true,1159
9025,Alcremie,alcremie-mint-cream-love,true,true,1160
9026,Alcremie,alcremie-mint-cream-ribbon,true,true,1161
9027,Alcremie,alcremie-mint-cream-star,true,true,1162
9028,Alcremie,alcremie-mint-cream-strawberry,true,true,1163
9029,Alcremie,alcremie-rainbow-swirl-berry,true,true,1164
9030,Alcremie,alcremie-rainbow-swirl-clover,true,true,1165
9031,Alcremie,alcremie-rainbow-swirl-flower,true,true,1166
9032,Alcremie,alcremie-rainbow-swirl-love,true,true,1167
9033,Alcremie,alcremie-rainbow-swirl-ribbon,true,true,1168
9034,Alcremie,alcremie-rainbow-swirl-star,true,true,1169
9035,Alcremie,alcremie-rainbow-swirl-strawberry,true,true,1170
9036,Alcremie,alcremie-ruby-cream-berry,true,true,1171
9037,Alcremie,alcremie-ruby-cream-clover,true,true,1172
9038,Alcremie,alcremie-ruby-cream-flower,true,true,1173
9039,Alcremie,alcremie-ruby-cream-love,true,true,1174
9040,Alcremie,alcremie-ruby-cream-ribbon,true,true,1175
9041,Alcremie,alcremie-ruby-cream-star,true,true,1176
9042,Alcremie,alcremie-ruby-cream-strawberry,true,true,1177
9043,Alcremie,alcremie-ruby-swirl-berry,true,true,1178
9044,Alcremie,alcremie-ruby-swirl-clover,true,true,1179
9045,Alcremie,alcremie-ruby-swirl-flower,true,true,1180
9046,Alcremie,alcremie-ruby-swirl-love,true,true,1181
9047,Alcremie,alcremie-ruby-swirl-ribbon,true,true,1182
9048,Alcremie,alcremie-ruby-swirl-star,true,true,1183
9049,Alcremie,alcremie-ruby-swirl-strawberry,true,true,1184
9050,Alcremie,alcremie-salted-cream-berry,true,true,1185
9051,Alcremie,alcremie-salted-cream-clover,true,true,1186
9052,Alcremie,alcremie-salted-cream-flower,true,true,1187
9053,Alcremie,alcremie-salted-cream-love,true,true,1188
9054,Alcremie,alcremie-salted-cream-ribbon,true,true,1189
9055,Alcremie,alcremie-salted-cream-star,true,true,1190
9056,Alcremie,alcremie-salted-cream-strawberry,true,true,1191
9057,Alcremie,alcremie-vanilla-cream-berry,true,true,1192
9058,Alcremie,alcremie-vanilla-cream-clover,true,true,1193
9059,Alcremie,alcremie-vanilla-cream-flower,true,true,1194
9060,Alcremie,alcremie-vanilla-cream-love,true,true,1195
9061,Alcremie,alcremie-vanilla-cream-ribbon,true,true,1196
9062,Alcremie,alcremie-vanilla-cream-star,true,true,1197
9063,G-Max Alcremie Caramel Swirl Berry,Alcremie-Gmax,true,true,1198
9064,G-Max Alcremie Caramel Swirl Clover,Alcremie-Gmax,true,true,1199
9065,G-Max Alcremie Caramel Swirl Flower,Alcremie-Gmax,true,true,1200
9066,G-Max Alcremie Caramel Swirl Love,Alcremie-Gmax,true,true,1201
9067,G-Max Alcremie Caramel Swirl Ribbon,Alcremie-Gmax,true,true,1202
9068,G-Max Alcremie Caramel Swirl Star,Alcremie-Gmax,true,true,1203
9069,G-Max Alcremie Caramel Swirl Strawberry,Alcremie-Gmax,true,true,1204
9070,G-Max Alcremie Lemon Cream Berry,Alcremie-Gmax,true,true,1205
9071,G-Max Alcremie Lemon Cream Clover,Alcremie-Gmax,true,true,1206
9072,G-Max Alcremie Lemon Cream Flower,Alcremie-Gmax,true,true,1207
9073,G-Max Alcremie Lemon Cream Love,Alcremie-Gmax,true,true,1208
9074,G-Max Alcremie Lemon Cream Ribbon,Alcremie-Gmax,true,true,1209
9075,G-Max Alcremie Lemon Cream Star,Alcremie-Gmax,true,true,1210
9076,G-Max Alcremie Lemon Cream Strawberry,Alcremie-Gmax,true,true,1211
9077,G-Max Alcremie Matcha Cream Berry,Alcremie-Gmax,true,true,1212
9078,G-Max Alcremie Matcha Cream Clover,Alcremie-Gmax,true,true,1213
9079,G-Max Alcremie Matcha Cream Flower,Alcremie-Gmax,true,true,1214
9080,G-Max Alcremie Matcha Cream Love,Alcremie-Gmax,true,true,1215
9081,G-Max Alcremie Matcha Cream Ribbon,Alcremie-Gmax,true,true,1216
9082,G-Max Alcremie Matcha Cream Star,Alcremie-Gmax,true,true,1217
9083,G-Max Alcremie Matcha Cream Strawberry,Alcremie-Gmax,true,true,1218
9084,G-Max Alcremie Mint Cream Berry,Alcremie-Gmax,true,true,1219
9085,G-Max Alcremie Mint Cream Clover,Alcremie-Gmax,true,true,1220
9086,G-Max Alcremie Mint Cream Flower,Alcremie-Gmax,true,true,1221
9087,G-Max Alcremie Mint Cream Love,Alcremie-Gmax,true,true,1222
9088,G-Max Alcremie Mint Cream Ribbon,Alcremie-Gmax,true,true,1223
9089,G-Max Alcremie Mint Cream Star,Alcremie-Gmax,true,true,1224
9090,G-Max Alcremie Mint Cream Strawberry,Alcremie-Gmax,true,true,1225
9091,G-Max Alcremie Rainbow Swirl Berry,Alcremie-Gmax,true,true,1226
9092,G-Max Alcremie Rainbow Swirl Clover,Alcremie-Gmax,true,true,1227
9093,G-Max Alcremie Rainbow Swirl Flower,Alcremie-Gmax,true,true,1228
9094,G-Max Alcremie Rainbow Swirl Love,Alcremie-Gmax,true,true,1229
9095,G-Max Alcremie Rainbow Swirl Ribbon,Alcremie-Gmax,true,true,1230
9096,G-Max Alcremie Rainbow Swirl Star,Alcremie-Gmax,true,true,1231
9097,G-Max Alcremie Rainbow Swirl Strawberry,Alcremie-Gmax,true,true,1232
9098,G-Max Alcremie Ruby Cream Berry,Alcremie-Gmax,true,true,1233
9099,G-Max Alcremie Ruby Cream Clover,Alcremie-Gmax,true,true,1234
9100,G-Max Alcremie Ruby Cream Flower,Alcremie-Gmax,true,true,1235
9101,G-Max Alcremie Ruby Cream Love,Alcremie-Gmax,true,true,1236
9102,G-Max Alcremie Ruby Cream Ribbon,Alcremie-Gmax,true,true,1237
9103,G-Max Alcremie Ruby Cream Star,Alcremie-Gmax,true,true,1238
9104,G-Max Alcremie Ruby Cream Strawberry,Alcremie-Gmax,true,true,1239
9105,G-Max Alcremie Ruby Swirl Berry,Alcremie-Gmax,true,true,1240
9106,G-Max Alcremie Ruby Swirl Clover,Alcremie-Gmax,true,true,1241
9107,G-Max Alcremie Ruby Swirl Flower,Alcremie-Gmax,true,true,1242
9108,G-Max Alcremie Ruby Swirl Love,Alcremie-Gmax,true,true,1243
9109,G-Max Alcremie Ruby Swirl Ribbon,Alcremie-Gmax,true,true,1244
9110,G-Max Alcremie Ruby Swirl Star,Alcremie-Gmax,true,true,1245
9111,G-Max Alcremie Ruby Swirl Strawberry,Alcremie-Gmax,true,true,1246
9112,G-Max Alcremie Salted Cream Berry,Alcremie-Gmax,true,true,1247
9113,G-Max Alcremie Salted Cream Clover,Alcremie-Gmax,true,true,1248
9114,G-Max Alcremie Salted Cream Flower,Alcremie-Gmax,true,true,1249
9115,G-Max Alcremie Salted Cream Love,Alcremie-Gmax,true,true,1250
9116,G-Max Alcremie Salted Cream Ribbon,Alcremie-Gmax,true,true,1251
9117,G-Max Alcremie Salted Cream Star,Alcremie-Gmax,true,true,1252
9118,G-Max Alcremie Salted Cream Strawberry,Alcremie-Gmax,true,true,1253
9119,G-Max Alcremie Vanilla Cream Berry,Alcremie-Gmax,true,true,1254
9120,G-Max Alcremie Vanilla Cream Clover,Alcremie-Gmax,true,true,1255
9121,G-Max Alcremie Vanilla Cream Flower,Alcremie-Gmax,true,true,1256
9122,G-Max Alcremie Vanilla Cream Love,Alcremie-Gmax,true,true,1257
9123,G-Max Alcremie Vanilla Cream Ribbon,Alcremie-Gmax,true,true,1258
9124,G-Max Alcremie Vanilla Cream Star,Alcremie-Gmax,true,true,1259
7500,G-Max Alcremie Vanilla Cream Strawberry,Alcremie-Gmax,true,true,1260
870,Falinks,Falinks,true,true,1261
871,Pincurchin,Pincurchin,true,true,1262
872,Snom,Snom,true,true,1263
873,Frosmoth,Frosmoth,true,true,1264
874,Stonjourner,Stonjourner,true,true,1265
875,Eiscue,Eiscue,true,true,1266
876,Indeedee,Indeedee,true,true,1267
5100,Indeedee (Female),female/Indeedee,true,true,1268
877,Morpeko,Morpeko,true,true,1269
878,Cufant,Cufant,true,true,1270
879,Copperajah,Copperajah,true,true,1271
7507,G-Max Copperajah,Copperajah-Gmax,true,true,1272
880,Dracozolt,Dracozolt,true,true,1273
881,Arctozolt,Arctozolt,true,true,1274
882,Dracovish,Dracovish,true,true,1275
883,Arctovish,Arctovish,true,true,1276
884,Duraludon,Duraludon,true,true,1277
7510,G-Max Duraludon,Duraludon-Gmax,true,true,1278
885,Dreepy,Dreepy,true,true,1279
886,Drakloak,Drakloak,true,true,1280
887,Dragapult,Dragapult,true,true,1281
888,Zacian,Zacian,true,true,1282
6086,Crowned Zacian,Zacian-Crowned,false,false,10116
889,Zamazenta,Zamazenta,true,true,1283
6087,Crowned Zamazenta,Zamazenta-Crowned,false,false,10117
890,Eternatus,Eternatus,true,true,1284
891,Kubfu,Kubfu,true,true,1285
892,Single Strike Urshifu,Urshifu,true,false,1286
7529,G-Max Single Strike Urshifu,Urshifu-Gmax,true,true,1287
6098,Rapid Strike Urshifu,Urshifu,true,false,1288
7530,G-Max Rapid Strike Urshifu,Urshifu-Rapid-Strike-Gmax,true,true,1289
893,Zarude,Zarude,true,false,1290
6088,Dada Zarude,Zarude-Dada,false,false,10118
